datetime,Achat Ecocup,Biere 25cl,Cafe,Carte Cashless,Cidre,Croque Choco,Frite,Hot-Dog,Menu Classique,Menu Vegetarien,Remboursement Ecocup,Sandwich Vege,Soft,Tee-shirts
2019-04-06 16:50:00,,,,1,,,,,,,,,,
2019-04-06 16:51:00,,,,1,,,,,,,,,,
2019-04-06 16:54:00,,,,1,,,,,,,,,,
2019-04-06 16:57:00,,,,1,,,,,,,,,,
2019-04-06 17:02:00,,1,,1,,,,,,,,,,
2019-04-06 17:03:00,1,,,1,,,,,,,,,,
2019-04-06 17:04:00,7,,,4,,,,,,,,,,
2019-04-06 17:05:00,5,1,,4,,,,,,2,,,2,
2019-04-06 17:06:00,3,2,,4,,,,1,1,,,,,
2019-04-06 17:07:00,6,4,,4,,,1,,1,1,,,,
2019-04-06 17:08:00,4,6,,4,1,,,,,,,,,
2019-04-06 17:09:00,3,6,,3,,,,,,,,,,2
2019-04-06 17:10:00,12,7,,6,1,,2,4,5,,,,,
2019-04-06 17:11:00,2,3,,2,1,,,2,2,,,,1,
2019-04-06 17:12:00,8,3,,6,,,1,,1,,,,,
2019-04-06 17:13:00,4,1,,3,2,1,,,3,,,1,,
2019-04-06 17:14:00,5,5,,4,3,,,,2,1,,,,
2019-04-06 17:15:00,1,4,,4,1,,5,,1,,,,,
2019-04-06 17:16:00,9,2,,4,3,1,3,,3,,,,,
2019-04-06 17:17:00,5,5,,2,2,,1,,1,2,,,,1
2019-04-06 17:18:00,4,,,3,,,,,,,,,,
2019-04-06 17:19:00,,6,,3,1,,,,1,,,,,
2019-04-06 17:20:00,1,,,2,,1,3,1,3,,,,,
2019-04-06 17:21:00,8,4,,3,,,1,,,,,,,
2019-04-06 17:22:00,1,3,,,,,,,3,,,,,
2019-04-06 17:23:00,,,,1,,,,,2,,,,,
2019-04-06 17:24:00,2,,,3,1,,,2,,2,,1,,
2019-04-06 17:25:00,,2,,,,,,,1,1,,,,
2019-04-06 17:26:00,3,3,,1,,,1,3,3,,,,,
2019-04-06 17:27:00,,1,,1,,,,1,1,,,,,
2019-04-06 17:28:00,3,3,,3,,,1,1,,,,1,1,
2019-04-06 17:29:00,4,5,,1,2,,3,,2,1,,,,
2019-04-06 17:30:00,3,1,,3,,,2,,,,,,1,
2019-04-06 17:31:00,5,5,,,1,,2,,,,,,,
2019-04-06 17:32:00,2,6,,3,1,,,,2,,,,,
2019-04-06 17:33:00,6,6,,3,1,1,1,,1,,,,1,
2019-04-06 17:34:00,3,5,,3,1,,,1,1,2,,,3,
2019-04-06 17:35:00,5,2,,1,4,,5,4,,,,1,,
2019-04-06 17:36:00,3,11,,1,2,,,2,1,2,,,,
2019-04-06 17:37:00,5,2,,1,4,,1,1,,,,,3,
2019-04-06 17:38:00,1,7,,1,1,,4,2,3,,,,1,
2019-04-06 17:39:00,2,1,,2,3,,,1,1,,,,1,
2019-04-06 17:40:00,4,1,,1,,1,2,,1,,,,,
2019-04-06 17:41:00,3,9,,3,,,3,2,1,,,2,,1
2019-04-06 17:42:00,2,6,,,3,,1,2,2,,,,1,
2019-04-06 17:43:00,4,2,,2,1,,1,2,2,,,,,
2019-04-06 17:44:00,2,3,,2,,1,3,2,,,,,,
2019-04-06 17:45:00,2,5,,1,,,1,,3,,,,,
2019-04-06 17:46:00,,6,,,,,1,,1,,,,,
2019-04-06 17:47:00,2,4,,2,,,2,1,1,,,,1,
2019-04-06 17:48:00,1,7,,1,1,,,3,2,1,,,,
2019-04-06 17:49:00,1,5,,3,6,,1,2,,,,,,
2019-04-06 17:50:00,4,2,,1,,,,,5,,,,,1
2019-04-06 17:51:00,12,6,,4,,,,3,5,1,,,,
2019-04-06 17:52:00,4,2,,4,1,,3,,,,,,3,
2019-04-06 17:53:00,2,2,,2,,,,3,3,,,,,
2019-04-06 17:54:00,2,1,,5,3,,1,,3,,,1,,
2019-04-06 17:55:00,3,1,,1,1,,,1,3,,,,,
2019-04-06 17:56:00,3,2,,5,,2,,1,1,,,1,,
2019-04-06 17:57:00,3,3,,4,3,7,2,,2,,,,,
2019-04-06 17:58:00,,,,2,2,,,,,1,,,,
2019-04-06 17:59:00,9,6,,5,1,,5,1,5,,,1,,
2019-04-06 18:00:00,12,8,,3,1,,,,5,,,,1,
2019-04-06 18:01:00,2,8,,3,1,,1,,1,,,2,,
2019-04-06 18:02:00,5,9,,1,2,,3,2,1,,,,3,
2019-04-06 18:03:00,14,3,,4,2,,,3,1,,,,,
2019-04-06 18:04:00,6,3,,2,1,,,,5,,,,5,
2019-04-06 18:05:00,,3,,3,2,,,,4,,,,2,
2019-04-06 18:06:00,,10,,1,,,3,7,3,,,,,
2019-04-06 18:07:00,2,6,,2,2,,,,,,,,2,
2019-04-06 18:08:00,10,4,,2,2,1,,1,1,,,,2,
2019-04-06 18:09:00,3,7,,1,,,,,,,,,3,
2019-04-06 18:10:00,5,5,,3,,2,2,2,4,,,,1,
2019-04-06 18:11:00,3,5,,2,1,,,,3,,,,1,
2019-04-06 18:12:00,6,10,,2,,,,,1,,,,3,
2019-04-06 18:13:00,4,10,,2,1,,,,4,1,,,2,
2019-04-06 18:14:00,4,5,,2,2,,,,,,,,1,
2019-04-06 18:15:00,9,6,,7,3,,4,3,10,,,,1,
2019-04-06 18:16:00,4,11,,,2,,1,1,2,1,,,,
2019-04-06 18:17:00,7,11,,3,4,,1,,1,,,1,,
2019-04-06 18:18:00,9,11,,2,1,,1,3,1,1,,,1,
2019-04-06 18:19:00,8,8,,1,1,,,,4,1,,,3,
2019-04-06 18:20:00,2,12,,3,1,,1,1,2,,,1,1,
2019-04-06 18:21:00,2,9,,2,4,1,1,2,,,,,,
2019-04-06 18:22:00,2,11,,3,2,,4,3,1,,,,,
2019-04-06 18:23:00,4,9,,1,2,,2,3,2,2,,,1,
2019-04-06 18:24:00,5,5,,3,2,,2,,2,1,,,,
2019-04-06 18:25:00,1,5,,3,1,,,1,4,,,,,
2019-04-06 18:26:00,4,7,,1,,1,2,,,,,,,
2019-04-06 18:27:00,4,5,,3,,,3,4,4,,,,2,
2019-04-06 18:28:00,6,7,,2,2,,,2,2,,2,1,2,
2019-04-06 18:29:00,6,8,,3,1,,,,1,1,,,,
2019-04-06 18:30:00,17,12,,6,,,,,2,1,,1,1,
2019-04-06 18:31:00,4,6,,4,,,1,3,1,,,,,
2019-04-06 18:32:00,6,14,,4,3,,,,2,,,,1,
2019-04-06 18:33:00,4,14,,3,1,,3,,2,,,1,,
2019-04-06 18:34:00,9,11,,4,2,,3,1,1,,,,,
2019-04-06 18:35:00,6,16,,5,1,,3,,,1,,,,
2019-04-06 18:36:00,3,19,,2,4,,1,1,5,,,,,
2019-04-06 18:37:00,3,12,,4,2,,2,2,2,,,1,,
2019-04-06 18:38:00,5,15,,2,3,,1,,3,1,,,1,
2019-04-06 18:39:00,1,12,,1,1,,1,,,,,1,1,
2019-04-06 18:40:00,9,10,,3,1,,2,2,3,,,,,
2019-04-06 18:41:00,4,13,,1,2,1,,1,1,2,,,1,
2019-04-06 18:42:00,4,12,,5,4,,,1,3,1,,,,
2019-04-06 18:43:00,,14,,1,,,,,1,,,1,3,
2019-04-06 18:44:00,4,12,,3,1,,1,1,,,,,4,
2019-04-06 18:45:00,6,19,,2,,1,1,1,5,,,,2,
2019-04-06 18:46:00,8,8,,5,4,,2,2,3,1,,,,
2019-04-06 18:47:00,4,13,,4,1,,1,,,,,,,
2019-04-06 18:48:00,8,14,,5,2,,1,,2,,,,3,
2019-04-06 18:49:00,4,12,,4,2,,,,2,,,,2,
2019-04-06 18:50:00,6,15,,2,,,,1,,1,,,,
2019-04-06 18:51:00,8,12,,2,1,,2,,2,,,,,
2019-04-06 18:52:00,5,13,,2,3,,,2,2,,,,,
2019-04-06 18:53:00,8,19,,5,2,,1,,1,,,,1,
2019-04-06 18:54:00,13,16,,7,5,,3,2,1,,,,,
2019-04-06 18:55:00,8,16,,6,2,,2,,,3,,1,,
2019-04-06 18:56:00,4,9,,4,6,,,,,,,,1,
2019-04-06 18:57:00,4,18,,2,5,1,3,1,1,,,,2,
2019-04-06 18:58:00,20,9,,4,8,,2,4,3,,,,,
2019-04-06 18:59:00,6,17,,4,3,,1,1,2,,,,,
2019-04-06 19:00:00,6,29,,3,4,,,,5,,,,,
2019-04-06 19:01:00,10,21,,5,1,,,,2,,,1,,
2019-04-06 19:02:00,4,18,,3,1,,,2,1,,,,1,
2019-04-06 19:03:00,9,13,,3,4,,,,,,,,2,1
2019-04-06 19:04:00,6,25,,2,1,1,1,,5,,,,,
2019-04-06 19:05:00,,22,,2,5,1,2,,1,,,,,
2019-04-06 19:06:00,2,26,,2,,,,,,,,,1,
2019-04-06 19:07:00,3,23,,1,1,,1,2,3,1,,,2,
2019-04-06 19:08:00,7,17,,2,1,,4,3,2,,,,2,
2019-04-06 19:09:00,6,18,,3,4,,1,,2,,,,3,
2019-04-06 19:10:00,7,15,,4,,,,,,,,,1,
2019-04-06 19:11:00,9,24,,1,3,,5,2,,1,2,,1,
2019-04-06 19:12:00,9,23,,3,6,,1,,2,1,,,1,
2019-04-06 19:13:00,8,28,,4,5,,2,1,1,,,,,
2019-04-06 19:14:00,7,34,,3,6,,1,1,,,,,1,
2019-04-06 19:15:00,12,33,,4,3,,,,,,,,1,
2019-04-06 19:16:00,6,21,,5,1,2,2,4,5,1,,,3,
2019-04-06 19:17:00,11,28,,1,8,,5,2,1,2,,1,2,
2019-04-06 19:18:00,14,25,,3,6,,,1,1,,,,2,
2019-04-06 19:19:00,8,16,,4,4,,1,,7,,,,4,
2019-04-06 19:20:00,7,18,,1,4,,1,6,3,,,,,
2019-04-06 19:21:00,5,13,,3,4,,,1,1,1,,,,
2019-04-06 19:22:00,15,28,,1,,1,2,4,2,1,,,,
2019-04-06 19:23:00,13,17,,4,5,,1,2,,,,,6,
2019-04-06 19:24:00,12,18,,4,2,,,,3,,,,,
2019-04-06 19:25:00,5,19,,1,3,,3,2,,,,1,7,
2019-04-06 19:26:00,7,20,,2,1,1,5,4,4,,,1,,
2019-04-06 19:27:00,6,25,,1,2,,1,1,4,,,,2,
2019-04-06 19:28:00,9,17,,3,1,,,,2,2,,,2,
2019-04-06 19:29:00,4,12,,3,1,,,6,6,,,1,,
2019-04-06 19:30:00,14,18,,8,1,,3,2,2,,,,5,
2019-04-06 19:31:00,7,24,,4,1,,3,1,1,2,,,3,
2019-04-06 19:32:00,8,15,,5,1,2,6,1,6,1,,,1,
2019-04-06 19:33:00,10,23,,3,2,,,,6,1,,,3,
2019-04-06 19:34:00,7,17,,5,,,,1,1,,,,,
2019-04-06 19:35:00,1,15,,4,4,,,,2,,,,,
2019-04-06 19:36:00,13,30,,3,4,,,,1,,,,2,
2019-04-06 19:37:00,11,25,,6,3,,2,1,3,2,,,1,
2019-04-06 19:38:00,7,23,,4,4,1,,2,4,,,,,
2019-04-06 19:39:00,8,34,,3,4,,2,4,6,2,,,,2
2019-04-06 19:40:00,6,20,,4,1,,,2,,2,,1,1,
2019-04-06 19:41:00,10,27,,3,4,,2,2,4,,,,1,
2019-04-06 19:42:00,9,19,,3,4,,,2,,1,,,4,1
2019-04-06 19:43:00,6,15,,2,4,,2,2,,,,,2,2
2019-04-06 19:44:00,3,20,,2,3,,1,2,3,,,,,
2019-04-06 19:45:00,16,22,,3,,,,,,1,,,3,
2019-04-06 19:46:00,6,18,,3,2,,,3,3,2,,,1,
2019-04-06 19:47:00,11,18,,1,2,,1,,2,,,,,
2019-04-06 19:48:00,9,14,,3,1,,,6,8,,,,6,
2019-04-06 19:49:00,10,13,,9,1,,1,2,,,,,,
2019-04-06 19:50:00,6,16,,3,3,1,1,3,4,,,,1,
2019-04-06 19:51:00,9,21,,4,,,2,1,,2,,,,
2019-04-06 19:52:00,11,29,,1,,,5,4,1,,,,2,
2019-04-06 19:53:00,9,22,,4,3,3,1,4,2,3,,,1,
2019-04-06 19:54:00,6,15,,1,9,,1,6,1,,,,1,
2019-04-06 19:55:00,4,20,,3,3,,2,2,3,1,,,,1
2019-04-06 19:56:00,11,40,,5,2,,1,1,1,1,,,,
2019-04-06 19:57:00,12,22,,3,3,,2,2,,1,,,2,
2019-04-06 19:58:00,3,24,,1,2,1,4,5,1,1,,5,,
2019-04-06 19:59:00,23,37,,2,1,2,1,,3,,,,1,
2019-04-06 20:00:00,8,20,,1,3,,3,7,2,,,,1,
2019-04-06 20:01:00,6,22,,3,5,,,,,1,,,3,
2019-04-06 20:02:00,5,18,,2,4,,1,2,,,,,,
2019-04-06 20:03:00,8,25,,2,3,,2,2,2,,,,4,
2019-04-06 20:04:00,5,30,,4,3,,2,3,2,1,,,,
2019-04-06 20:05:00,13,35,,4,3,,1,,1,,,,1,
2019-04-06 20:06:00,9,32,,5,3,,1,2,1,1,,,1,
2019-04-06 20:07:00,3,32,,2,2,,2,1,,,,,,
2019-04-06 20:08:00,3,26,,2,1,,,3,1,,,1,3,
2019-04-06 20:09:00,,18,,2,6,,,2,1,,,,4,
2019-04-06 20:10:00,22,31,,5,4,,,,5,,,,1,
2019-04-06 20:11:00,5,16,,2,4,,2,,,2,,1,5,
2019-04-06 20:12:00,6,23,,3,,,1,,3,,,1,,
2019-04-06 20:13:00,7,28,,2,1,,,3,1,2,,,1,
2019-04-06 20:14:00,9,27,,5,3,1,,1,,1,,,3,
2019-04-06 20:15:00,10,30,,1,,,1,1,3,2,,,1,
2019-04-06 20:16:00,9,26,,1,3,,,1,1,,,,1,
2019-04-06 20:17:00,12,29,,,5,,,,2,,,,,
2019-04-06 20:18:00,7,23,,4,1,,2,,3,,,,1,
2019-04-06 20:19:00,11,26,,3,3,2,1,,1,,,,2,
2019-04-06 20:20:00,3,28,,,2,,1,,,,,,2,
2019-04-06 20:21:00,2,36,,1,4,2,4,2,,,,,1,
2019-04-06 20:22:00,1,10,,3,3,,1,,4,,,,5,
2019-04-06 20:23:00,3,16,,1,3,1,,2,,,,,4,
2019-04-06 20:24:00,3,33,,2,2,,3,3,,,,,4,
2019-04-06 20:25:00,3,22,,2,5,1,1,1,2,,,,1,
2019-04-06 20:26:00,9,20,,3,2,,,2,1,1,,,2,
2019-04-06 20:27:00,3,27,,1,2,,1,3,1,,,,6,1
2019-04-06 20:28:00,7,25,,2,1,,4,,1,,,,2,
2019-04-06 20:29:00,,27,,2,1,2,,3,4,1,,,1,
2019-04-06 20:30:00,3,12,,2,4,,1,1,1,1,,,4,
2019-04-06 20:31:00,6,28,,4,2,,2,,3,1,,,1,1
2019-04-06 20:32:00,8,20,,3,1,,2,4,1,,,,,
2019-04-06 20:33:00,6,25,,3,6,1,,2,,,,,2,
2019-04-06 20:34:00,6,23,,2,5,,2,3,7,2,,,2,
2019-04-06 20:35:00,7,28,,3,3,,,,1,1,,,1,
2019-04-06 20:36:00,6,29,,2,7,1,3,2,1,,,,4,
2019-04-06 20:37:00,1,27,,3,2,,1,2,,1,,,1,
2019-04-06 20:38:00,5,25,,2,4,,,,5,2,2,,3,
2019-04-06 20:39:00,13,29,,2,4,,3,,1,,,,2,
2019-04-06 20:40:00,1,21,,,1,,,,3,,,,5,
2019-04-06 20:41:00,10,27,,1,7,1,,3,2,,,,3,
2019-04-06 20:42:00,9,34,,2,2,,3,2,2,1,,,1,
2019-04-06 20:43:00,6,23,,4,6,1,1,5,3,4,,1,,
2019-04-06 20:44:00,13,20,,3,1,,2,,,,,,2,
2019-04-06 20:45:00,6,23,,2,4,2,2,,3,,,,4,
2019-04-06 20:46:00,3,26,,1,2,,,,1,1,,,1,
2019-04-06 20:47:00,12,31,,3,8,1,,4,2,,,,5,
2019-04-06 20:48:00,4,24,,1,4,,,5,3,,,,2,
2019-04-06 20:49:00,4,27,,1,2,,1,3,1,,,1,,
2019-04-06 20:50:00,12,44,,1,5,2,5,1,1,,,,2,
2019-04-06 20:51:00,7,21,,3,4,,3,6,4,2,,,2,
2019-04-06 20:52:00,2,21,,,5,,3,,1,1,,2,7,
2019-04-06 20:53:00,4,36,,3,9,,3,4,,,,1,1,
2019-04-06 20:54:00,8,34,,3,1,,,,4,2,,,1,
2019-04-06 20:55:00,,24,,1,5,,6,4,1,,,,3,
2019-04-06 20:56:00,7,32,,3,3,,1,3,2,1,,,3,
2019-04-06 20:57:00,1,34,,,1,,2,3,,,,1,4,
2019-04-06 20:58:00,8,27,,1,4,,5,2,,,,,1,
2019-04-06 20:59:00,5,24,,1,2,,,,3,,,1,3,
2019-04-06 21:00:00,8,39,,1,3,2,2,5,,,,,,1
2019-04-06 21:01:00,7,43,,2,3,1,2,2,3,1,,1,2,
2019-04-06 21:02:00,5,23,,3,9,2,2,1,5,,,,3,
2019-04-06 21:03:00,2,19,,2,3,,,1,3,,,,8,
2019-04-06 21:04:00,3,40,,,3,,4,,1,,,,5,
2019-04-06 21:05:00,2,27,,,3,,1,,5,,,1,7,
2019-04-06 21:06:00,1,25,,3,8,,5,7,1,,,2,6,
2019-04-06 21:07:00,8,17,,2,4,1,1,3,5,,,,2,
2019-04-06 21:08:00,3,28,,1,5,,,,4,2,,,6,
2019-04-06 21:09:00,1,20,,,4,,,1,5,1,,1,4,
2019-04-06 21:10:00,1,23,,1,5,,1,,,1,,1,3,
2019-04-06 21:11:00,7,17,,,8,,3,2,2,,,1,1,
2019-04-06 21:12:00,,14,,2,8,1,3,2,2,1,,,1,
2019-04-06 21:13:00,5,27,,1,8,5,,,,,,,1,
2019-04-06 21:14:00,2,22,,1,8,,1,2,1,,,,1,
2019-04-06 21:15:00,6,27,,3,1,,2,2,5,1,,,2,
2019-04-06 21:16:00,6,29,,2,6,2,2,3,,,,1,4,
2019-04-06 21:17:00,4,32,,1,4,1,2,2,2,1,,,4,
2019-04-06 21:18:00,4,30,,2,1,2,3,6,1,,,,3,
2019-04-06 21:19:00,3,27,,2,6,,3,2,5,2,,,,
2019-04-06 21:20:00,,23,,,3,2,,2,1,,,,7,
2019-04-06 21:21:00,1,13,,2,2,,3,2,1,2,,,,
2019-04-06 21:22:00,10,19,,2,3,1,2,3,3,,,,,
2019-04-06 21:23:00,,14,,,4,1,1,3,5,,,,1,
2019-04-06 21:24:00,,11,,1,2,,2,2,3,,,,2,
2019-04-06 21:25:00,3,21,,,1,,,3,6,1,,,2,
2019-04-06 21:26:00,5,15,,2,2,,,2,,1,,,1,
2019-04-06 21:27:00,,11,,1,6,,3,1,2,,,1,,
2019-04-06 21:28:00,,12,,,1,,1,1,,,,,,
2019-04-06 21:29:00,,15,,1,4,,1,1,1,2,,,1,
2019-04-06 21:30:00,3,15,,1,6,,2,7,,,,,1,
2019-04-06 21:31:00,,11,,2,,2,4,2,2,2,,,2,
2019-04-06 21:32:00,2,12,,,2,2,,1,5,1,,,3,
2019-04-06 21:33:00,,13,,,2,,2,,2,,,,1,
2019-04-06 21:34:00,2,18,,2,3,,1,3,,1,,,8,
2019-04-06 21:35:00,2,24,,2,1,,2,,3,1,,,1,
2019-04-06 21:36:00,1,9,,1,2,,3,4,1,1,,,1,
2019-04-06 21:37:00,3,32,,2,,2,,2,5,1,,,4,
2019-04-06 21:38:00,11,20,,1,1,1,1,3,2,,,1,5,
2019-04-06 21:39:00,,18,,1,2,1,,2,,,,,1,
2019-04-06 21:40:00,,21,,,,1,,1,,1,,,,
2019-04-06 21:41:00,,20,,,2,,1,4,1,1,,,,
2019-04-06 21:42:00,1,17,,1,2,2,4,4,,,,,,
2019-04-06 21:43:00,,9,,1,2,,3,2,2,,,1,1,1
2019-04-06 21:44:00,7,24,,2,1,1,2,2,,,,,2,
2019-04-06 21:45:00,1,17,,,3,,,4,,,,,2,
2019-04-06 21:46:00,,18,,1,3,1,2,1,4,,,,,
2019-04-06 21:47:00,1,26,,,2,3,,,4,,,,,
2019-04-06 21:48:00,,17,,,4,4,2,1,,,,,2,
2019-04-06 21:49:00,,16,,,2,1,2,,1,,,1,3,
2019-04-06 21:50:00,3,23,,2,,,3,1,2,,,,2,
2019-04-06 21:51:00,3,19,,,3,,1,1,4,,,,2,
2019-04-06 21:52:00,8,19,,3,2,,1,,,,,,3,
2019-04-06 21:53:00,2,22,,,2,2,1,2,1,,,,3,
2019-04-06 21:54:00,1,22,,,1,,,3,,,,,1,
2019-04-06 21:55:00,,21,,1,2,,1,2,5,1,,,1,
2019-04-06 21:56:00,3,13,,,4,,1,1,,,,,4,
2019-04-06 21:57:00,1,17,,3,2,,1,2,3,,1,,2,
2019-04-06 21:58:00,2,9,,1,4,,1,,,,,3,1,
2019-04-06 21:59:00,4,19,,,1,,2,2,4,,,1,4,
2019-04-06 22:00:00,2,17,,,1,,6,4,,,,,1,
2019-04-06 22:01:00,3,21,,2,1,1,3,1,,,,,1,
2019-04-06 22:02:00,3,12,,2,,,,,1,,,,6,
2019-04-06 22:03:00,11,24,,3,1,,1,,2,,3,,4,
2019-04-06 22:04:00,1,19,,,2,,,,2,,,1,1,
2019-04-06 22:05:00,,22,,,1,5,1,3,1,,,1,1,
2019-04-06 22:06:00,4,24,,3,3,,4,1,1,1,,,1,
2019-04-06 22:07:00,2,18,,2,,1,3,2,2,1,,1,4,
2019-04-06 22:08:00,,23,,6,1,3,4,2,1,,,,3,
2019-04-06 22:09:00,5,23,,,1,,1,3,1,,,,3,
2019-04-06 22:10:00,2,19,,2,,,3,,2,,,1,2,
2019-04-06 22:11:00,1,21,,,2,,2,3,,,,,2,
2019-04-06 22:12:00,8,32,,1,,1,1,,1,,,,1,
2019-04-06 22:13:00,,32,,,,,1,4,2,3,,,,
2019-04-06 22:14:00,9,20,,,,2,1,1,1,3,,,2,
2019-04-06 22:15:00,5,23,,1,,,2,,2,,,1,1,
2019-04-06 22:16:00,,23,,2,1,1,4,3,4,,,1,3,
2019-04-06 22:17:00,3,18,,2,1,,,1,,3,,,9,
2019-04-06 22:18:00,2,28,,,,,,,,,,,7,
2019-04-06 22:19:00,1,24,,1,2,,,1,,1,,,7,
2019-04-06 22:20:00,1,17,,,4,1,,2,3,1,,,4,
2019-04-06 22:21:00,3,23,,1,1,,2,5,,,,,5,
2019-04-06 22:22:00,8,26,,,1,1,5,1,,,,,4,
2019-04-06 22:23:00,,24,,1,,,2,4,2,1,,1,5,
2019-04-06 22:24:00,1,26,,,3,1,1,2,,,,,1,
2019-04-06 22:25:00,,30,,,,2,2,,3,,,,5,
2019-04-06 22:26:00,,30,,,,,3,1,2,,,,3,
2019-04-06 22:27:00,1,24,,1,,2,3,2,4,,,,5,
2019-04-06 22:28:00,,25,,,,,2,3,2,,,,3,
2019-04-06 22:29:00,,18,,3,,,2,2,2,1,,,6,
2019-04-06 22:30:00,2,15,,,,,,,1,,,,3,
2019-04-06 22:31:00,1,26,,,,1,,,3,,,,1,
2019-04-06 22:32:00,,29,,,,1,1,1,4,,,,1,
2019-04-06 22:33:00,1,16,,2,,,,1,2,,,,10,1
2019-04-06 22:34:00,4,16,,,1,1,1,5,3,,,,2,
2019-04-06 22:35:00,,28,,1,1,1,1,,1,,,,3,
2019-04-06 22:36:00,1,25,,1,,,1,8,2,,,,2,1
2019-04-06 22:37:00,2,26,,2,1,3,5,2,,,,2,1,
2019-04-06 22:38:00,1,26,,2,,,3,7,,,,1,5,
2019-04-06 22:39:00,10,22,,,,1,,2,2,,,,3,
2019-04-06 22:40:00,1,33,,,,2,3,1,4,,,,2,
2019-04-06 22:41:00,3,19,,2,4,,4,,3,,,,4,
2019-04-06 22:42:00,4,20,,2,,,2,10,5,,,,7,
2019-04-06 22:43:00,2,24,,6,1,,1,1,3,,2,,6,
2019-04-06 22:44:00,5,16,,2,1,2,1,,2,,,,7,1
2019-04-06 22:45:00,5,27,,,1,2,3,4,3,,,,4,
2019-04-06 22:46:00,2,28,,3,,1,4,3,1,,,,2,
2019-04-06 22:47:00,3,26,,,1,1,2,2,4,,,,2,
2019-04-06 22:48:00,,32,,2,4,2,5,8,4,,,,1,
2019-04-06 22:49:00,1,25,,1,,1,3,2,2,,,,2,
2019-04-06 22:50:00,3,33,,,1,,3,,2,,,,4,
2019-04-06 22:51:00,1,32,,1,1,1,,2,2,,,,5,
2019-04-06 22:52:00,,19,,2,,,,2,2,,,,8,
2019-04-06 22:53:00,3,30,,1,1,,2,5,4,,,,6,
2019-04-06 22:54:00,3,16,,,,1,1,2,,,,,1,
2019-04-06 22:55:00,1,28,,,1,,6,7,,,,,3,
2019-04-06 22:56:00,,42,,,3,2,4,5,3,,,,2,
2019-04-06 22:57:00,1,25,,,,2,1,1,,3,,,1,
2019-04-06 22:58:00,1,28,,,1,,1,5,,,,,6,
2019-04-06 22:59:00,1,20,,,,1,4,8,1,,,,4,
2019-04-06 23:00:00,,23,,,1,3,3,8,1,1,,,5,
2019-04-06 23:01:00,3,18,1,,,,1,3,,,,,5,1
2019-04-06 23:02:00,3,11,,,,,2,2,1,,,,,
2019-04-06 23:03:00,1,17,,1,,2,,,1,,,,3,
2019-04-06 23:04:00,1,15,,,1,3,1,8,1,,,,4,
2019-04-06 23:05:00,2,19,,,,,4,4,3,,,,2,
2019-04-06 23:06:00,2,19,,,,1,5,3,1,,,,3,
2019-04-06 23:07:00,,14,,,,2,3,,1,,,,3,
2019-04-06 23:08:00,1,20,,,2,6,5,1,10,,,,3,
2019-04-06 23:09:00,3,13,,,,1,1,1,,,,,4,
2019-04-06 23:10:00,,17,,,,,1,5,,,,,4,
2019-04-06 23:11:00,2,11,,,,,2,4,,,,,3,
2019-04-06 23:12:00,,10,,,,1,3,3,,,,,4,
2019-04-06 23:13:00,1,18,,,,,4,7,2,,,,3,
2019-04-06 23:14:00,,17,,,1,3,3,3,2,,,,,
2019-04-06 23:15:00,1,13,,,,,1,1,,,,,2,
2019-04-06 23:16:00,5,17,,1,,2,4,2,1,,,,1,1
2019-04-06 23:17:00,1,15,,1,,3,4,2,1,,,,3,
2019-04-06 23:18:00,,18,,,1,,,1,2,,,,2,
2019-04-06 23:19:00,2,7,,2,,,2,1,2,,,,5,
2019-04-06 23:20:00,,10,,,1,,8,4,,,,,2,2
2019-04-06 23:21:00,2,12,,1,2,,1,1,,,,,2,
2019-04-06 23:22:00,12,16,,,,2,2,2,,,,,1,
2019-04-06 23:23:00,1,15,,,1,1,2,,1,,,,4,
2019-04-06 23:24:00,1,15,,,1,,2,,1,,,,4,
2019-04-06 23:25:00,3,9,,2,,,,,1,,,,4,
2019-04-06 23:26:00,,8,,,1,,1,,,,,,,
2019-04-06 23:27:00,,15,,,,,1,1,2,,,,5,
2019-04-06 23:28:00,3,15,,,,1,1,,,,,,2,
2019-04-06 23:29:00,2,11,,2,,1,3,2,,,,,1,
2019-04-06 23:30:00,,12,,,2,,,,1,,,,4,
2019-04-06 23:31:00,4,18,,1,1,,1,,2,,,,4,
2019-04-06 23:32:00,2,22,,,2,1,3,,1,,,,3,
2019-04-06 23:33:00,3,33,,,2,,,2,,,,,3,
2019-04-06 23:34:00,2,16,,,,,1,2,,,,,2,
2019-04-06 23:35:00,1,20,,,,1,,,,,,,3,
2019-04-06 23:36:00,,11,,,,,1,1,,,,,1,
2019-04-06 23:37:00,,14,,1,1,,,,,,,,4,
2019-04-06 23:38:00,1,8,,1,2,,,1,1,,,,5,
2019-04-06 23:39:00,1,16,,,,,,1,,,,,4,
2019-04-06 23:40:00,4,24,,,,,,,1,,,,1,
2019-04-06 23:41:00,2,10,,,,2,1,2,3,,,,2,
2019-04-06 23:42:00,2,24,,,,,1,,,,1,,1,
2019-04-06 23:43:00,5,16,,,1,,,,,,,,5,
2019-04-06 23:44:00,,10,,,1,,2,1,,,,,1,
2019-04-06 23:45:00,2,15,,,,,3,1,,,,,3,
2019-04-06 23:46:00,7,10,,,1,,1,,,,,,3,
2019-04-06 23:47:00,,10,,,3,2,1,1,,,,,3,
2019-04-06 23:48:00,1,17,,,,,2,1,,,,,1,
